row_ID,final_price
35275,3103.2778
35276,6760.073
35277,4030.9937
35278,2476.223
35279,9.761329
35280,4157.2744
35281,2660.003
35282,2113.2517
35283,5386.062
35284,403.94308
35285,7239.772
35286,1617.851
35287,6455.4355
35288,651.2482
35289,8688.965
35290,10311.43
35291,6445.5337
35292,3362.3923
35293,273.07327
35294,4813.852
35295,651.80316
35296,4129.5547
35297,5337.4253
35298,4000.3638
35299,5325.5444
35300,4908.405
35301,1597.8966
35302,3111.7468
35303,3326.6428
35304,4153.0977
35305,15131.802
35306,442.50693
35307,6016.0723
35308,5032.586
35309,6549.0464
35310,5816.189
35311,10821.799
35312,5187.678
35313,3387.5447
35314,3570.1611
35315,4043.5493
35316,4934.3735
35317,2603.593
35318,3716.4678
35319,5467.8906
35320,3477.17
35321,112.59891
35322,2274.575
35323,3110.525
35324,1181.0504
35325,6269.881
35326,6782.371
35327,5113.98
35328,-379.19534
35329,2479.0928
35330,2941.4482
35331,3943.1755
35332,74.0143
35333,3084.1404
35334,2731.259
35335,58.519703
35336,295.29935
35337,5823.1323
35338,7265.986
35339,6727.455
35340,5660.2734
35341,2362.058
35342,6755.203
35343,95.23088
35344,1946.3193
35345,145.67976
35346,3958.6213
35347,12737.812
35348,1979.1482
35349,803.2766
35350,2012.0846
35351,4173.206
35352,4618.197
35353,1268.0016
35354,3734.5989
35355,2373.863
35356,2596.9038
35357,2221.423
35358,3274.637
35359,5500.0034
35360,6677.7236
35361,13686.543
35362,6172.483
35363,8911.505
35364,5136.162
35365,2086.862
35366,4069.5437
35367,5920.267
35368,4357.504
35369,2949.1582
35370,6777.1875
35371,4213.3623
35372,14797.842
35373,4828.7114
35374,10563.078
35375,2737.6807
35376,10371.043
35377,5128.215
35378,2012.4987
35379,3326.813
35380,13028.659
35381,5009.1343
35382,3354.2188
35383,9695.601
35384,4421.36
35385,6402.9624
35386,4165.1772
35387,10548.163
35388,5046.7505
35389,105.30125
35390,3238.2148
35391,3738.522
35392,3201.895
35393,5874.18
35394,9992.435
35395,5592.4863
35396,180.59537
35397,857.0902
35398,2745.7388
35399,6247.485
35400,6.095796
35401,3446.8635
35402,12284.18
35403,2474.6833
35404,6464.4463
35405,4331.045
35406,3982.751
35407,3503.6858
35408,4884.566
35409,4203.908
35410,9434.489
35411,6956.353
35412,1829.4141
35413,4319.5146
35414,1768.8757
35415,15571.766
35416,8993.458
35417,6975.041
35418,5055.693
35419,13692.702
35420,98.104675
35421,5839.1367
35422,4062.442
35423,4700.9946
35424,2843.0635
35425,15285.31
35426,4960.144
35427,63.42433
35428,4843.073
35429,2913.6753
35430,4803.9727
35431,3084.1404
35432,1148.5923
35433,2490.658
35434,8710.694
35435,6179.184
35436,89.73525
35437,5345.4214
35438,6180.695
35439,3084.1404
35440,390.58655
35441,3084.1404
35442,8767.895
35443,3205.1487
35444,14205.827
35445,6567.3696
35446,6668.037
35447,3414.1057
35448,1736.6477
35449,3688.19
35450,1637.3677
35451,2369.7185
35452,1057.8683
35453,1996.4436
35454,142.25417
35455,5433.113
35456,1962.0663
35457,4561.408
35458,7068.3877
35459,3989.2603
35460,6102.3755
35461,7840.556
35462,6432.2056
35463,9.621394
35464,4631.1475
35465,7779.7466
35466,1125.8525
35467,46.10422
35468,310.70755
35469,939.17413
35470,5415.732
35471,2718.645
35472,3185.8247
35473,4388.8013
35474,2530.8953
35475,7214.2715
35476,2811.466
35477,6301.061
35478,3446.8635
35479,7120.8843
35480,4287.1016
35481,5366.8364
35482,11472.588
35483,5421.703
35484,19264.45
35485,1402.667
35486,5074.8667
35487,4328.449
35488,9265.45
35489,5065.757
35490,1050.742
35491,5516.0933
35492,5194.85
35493,13851.556
35494,7055.7163
35495,432.81598
35496,626.75555
35497,1382.4688
35498,8730.503
35499,899.22906
35500,5850.3438
35501,5426.1924
35502,13231.701
35503,5064.6245
35504,4142.6274
35505,5694.7725
35506,314.3138
35507,8569.407
35508,7791.927
35509,5013.2153
35510,14162.933
35511,7560.2417
35512,5880.1597
35513,130.8887
35514,5762.3813
35515,5361.4204
35516,9220.237
35517,5128.2217
35518,9000.371
35519,3108.227
35520,3458.8274
35521,2044.9535
35522,9443.592
35523,7001.02
35524,4977.749
35525,3682.1086
35526,2443.7495
35527,3239.3796
35528,6763.025
35529,7579.2173
35530,1324.5021
35531,8647.158
35532,6778.345
35533,7036.0767
35534,261.26505
35535,2039.3062
35536,7757.7705
35537,1394.5271
35538,6037.4805
35539,2542.8408
35540,7969.6963
35541,5548.1514
35542,8077.0996
35543,6589.896
35544,2109.614
35545,7745.9575
35546,6094.579
35547,9723.704
35548,6110.0337
35549,2225.8115
35550,4108.269
35551,129.88425
35552,1123.1008
35553,3763.4785
35554,6837.3164
35555,4482.7344
35556,2363.8809
35557,18511.86
35558,12516.244
35559,5319.5083
35560,4590.5044
35561,4608.1777
35562,3642.453
35563,11364.344
35564,7871.489
35565,184.92168
35566,4576.7583
35567,3432.4075
35568,535.30273
35569,7422.3423
35570,1400.064
35571,3274.2727
35572,5690.9507
35573,3133.8875
35574,5134.0977
35575,3021.6208
35576,4571.56
35577,10299.211
35578,5234.728
35579,5570.3687
35580,1125.5393
35581,5749.7812
35582,5606.4434
35583,10134.92
35584,3343.5881
35585,5683.367
35586,1336.3379
35587,3779.5332
35588,12231.041
35589,238.09093
35590,6077.9297
35591,12776.59
35592,11649.71
35593,5627.199
35594,5776.307
35595,1949.1128
35596,5379.092
35597,439.08005
35598,11860.306
35599,5130.381
35600,140.02191
35601,4177.9424
35602,2859.6829
35603,89.09678
35604,17897.56
35605,2321.9731
35606,4685.1494
35607,12811.91
35608,2166.9807
35609,4677.267
35610,7214.0273
35611,2517.1946
35612,1799.9086
35613,3510.5408
35614,6613.582
35615,5410.9346
35616,13267.097
35617,128.8506
35618,172.14748
35619,97.35832
35620,6036.9287
35621,5655.2256
35622,9855.332
35623,16131.295
35624,4232.148
35625,1931.679
35626,12780.317
35627,6593.05
35628,5649.83
35629,5199.5083
35630,5500.7324
35631,4301.129
35632,2701.3257
35633,11461.439
35634,259.10425
35635,1090.7148
35636,11774.665
35637,9167.975
35638,1382.4688
35639,1509.2413
35640,6332.2314
35641,6604.9995
35642,7968.6177
35643,6965.6113
35644,3699.2375
35645,3973.531
35646,7673.5757
35647,7785.961
35648,1194.678
35649,3036.7495
35650,2685.3635
35651,5423.8633
35652,4285.764
35653,3335.1914
35654,3409.2742
35655,9914.054
35656,6041.295
35657,1345.6063
35658,349.55096
35659,3467.0503
35660,5758.5522
35661,6802.9873
35662,3470.2239
35663,137.18814
35664,5177.0244
35665,15194.738
35666,1369.5299
35667,106.06698
35668,8316.713
35669,4947.5107
35670,4105.7427
35671,5553.4863
35672,20352.414
35673,2231.4993
35674,1736.6477
35675,1994.4006
35676,4646.1357
35677,4552.928
35678,13988.348
35679,259.07632
35680,1914.5298
35681,240.56229
35682,7397.1807
35683,5777.101
35684,3410.1543
35685,2984.47
35686,12735.871
35687,5072.7017
35688,2575.9885
35689,9487.718
35690,5355.2275
35691,725.98755
35692,84.28688
35693,470.83707
35694,10193.864
35695,9107.181
35696,12959.444
35697,4968.34
35698,12022.0625
35699,3683.4395
35700,495.00388
35701,4031.4568
35702,2728.1755
35703,786.7208
35704,4761.643
35705,4972.5884
35706,7185.7944
35707,6768.6353
35708,966.4381
35709,1369.2708
35710,5190.601
35711,4915.0674
35712,5065.6797
35713,2794.9116
35714,5807.0815
35715,11583.612
35716,4170.4795
35717,6457.4243
35718,4109.731
35719,5554.828
35720,160.659
35721,12118.45
35722,1251.3185
35723,4888.231
35724,7427.797
35725,88.3621
35726,4183.9985
35727,8422.532
35728,5513.6543
35729,1553.1995
35730,4985.7314
35731,10517.484
35732,1123.1008
35733,7985.0205
35734,10009.46
35735,4403.6177
35736,3689.1248
35737,1349.008
35738,901.91675
35739,4440.2285
35740,7004.552
35741,8304.462
35742,7060.1655
35743,8138.3125
35744,2932.3506
35745,1142.6913
35746,6615.7095
35747,11284.563
35748,8694.647
35749,8691.183
35750,5400.804
35751,2284.705
35752,3518.5864
35753,95.016914
35754,9198.908
35755,4020.9182
35756,4082.794
35757,1401.8322
35758,2677.7288
35759,5783.925
35760,4170.2773
35761,7572.659
35762,1444.1951
35763,4340.506
35764,3407.5361
35765,15656.964
35766,742.5934
35767,238.09093
35768,4452.897
35769,6932.455
35770,2387.3584
35771,10157.501
35772,5163.364
35773,319.2659
35774,7920.689
35775,4041.1047
35776,12737.252
35777,12815.838
35778,2189.7722
35779,1189.2686
35780,8816.945
35781,3662.0715
35782,14001.175
35783,1152.4435
35784,5758.096
35785,6083.6523
35786,3938.0076
35787,-114.691864
35788,4903.768
35789,294.79297
35790,8986.445
35791,5799.128
35792,9815.609
35793,3448.104
35794,12823.045
35795,5353.9805
35796,3596.7708
35797,2747.91
35798,7340.7324
35799,13007.208
35800,2820.959
35801,4874.1025
35802,3183.594
35803,73.12403
35804,5309.4097
35805,3528.3708
35806,4255.4087
35807,4178.99
35808,2759.5051
35809,2481.1191
35810,7308.134
35811,8058.85
35812,1011.8658
35813,2057.9834
35814,7675.5234
35815,2564.1462
35816,4188.467
35817,3753.6301
35818,4978.8447
35819,170.02423
35820,2944.3062
35821,771.06586
35822,2094.2397
35823,3436.0327
35824,7912.7
35825,5390.1396
35826,3164.1763
35827,932.0452
35828,58.519703
35829,-175.65002
35830,196.53024
35831,283.67737
35832,4718.943
35833,1657.2069
35834,1797.2703
35835,3371.5955
35836,8016.527
35837,7163.6934
35838,9767.712
35839,5429.8237
35840,5458.7207
35841,5771.531
35842,7781.704
35843,3536.9526
35844,3587.4482
35845,16818.771
35846,5922.405
35847,4317.29
35848,5020.819
35849,359.76825
35850,13658.116
35851,13125.517
35852,4651.3716
35853,6868.5166
35854,7255.4956
35855,4072.899
35856,5122.9062
35857,6512.295
35858,3685.0793
35859,2049.5544
35860,5628.3774
35861,10440.721
35862,2220.68
35863,320.08636
35864,95.23088
35865,6821.545
35866,1219.9219
35867,1170.1454
35868,5919.135
35869,4343.8267
35870,57.545444
35871,5827.1787
35872,101.7114
35873,5706.8716
35874,5170.1206
35875,6404.9536
35876,53.189144
35877,5493.0415
35878,2296.5388
35879,1345.6063
35880,6727.455
35881,210.905
35882,5047.833
35883,7273.9424
35884,14847.497
35885,651.30585
35886,377.98334
35887,4495.574
35888,10636.171
35889,11468.402
35890,6924.92
35891,191.4132
35892,5157.6113
35893,12234.122
35894,8008.932
35895,4249.3154
35896,1140.3865
35897,12189.82
35898,5613.404
35899,7439.488
35900,13885.295
35901,9184.808
35902,10630.059
35903,1514.7173
35904,3902.6257
35905,294.7841
35906,5253.477
35907,6726.3
35908,2318.786
35909,167.22679
35910,2697.6436
35911,4909.902
35912,5504.9966
35913,1873.1094
35914,13264.614
35915,4647.5835
35916,6683.194
35917,8687.197
35918,5629.241
35919,1634.3331
35920,14039.378
35921,4278.5957
35922,6089.794
35923,8293.842
35924,6913.201
35925,2333.4573
35926,3853.4763
35927,3475.02
35928,7103.5156
35929,4043.1523
35930,4178.7197
35931,3709.3823
35932,46.10422
35933,3694.1602
35934,4530.1523
35935,2496.0115
35936,2135.9976
35937,5741.6216
35938,4445.8267
35939,4336.1353
35940,7227.1763
35941,7197.637
35942,5547.46
35943,6251.377
35944,504.4194
35945,6904.6416
35946,4745.3677
35947,5465.9414
35948,5995.971
35949,6584.6606
35950,2525.5403
35951,11326.698
35952,536.5815
35953,4565.112
35954,8582.443
35955,1747.4929
35956,1088.0652
35957,3332.8716
35958,6942.47
35959,1854.3484
35960,1125.1422
35961,4729.947
35962,35.668316
35963,5503.4053
35964,2421.7124
35965,4511.9746
35966,6382.825
35967,1581.0237
35968,1317.285
35969,59.9929
35970,14837.647
35971,2607.357
35972,9662.773
35973,1678.2671
35974,5324.9717
35975,5786.34
35976,6948.5864
35977,61.490433
35978,7336.5674
35979,155.53438
35980,3749.0098
35981,115.908646
35982,3692.0115
35983,6963.748
35984,6726.2866
35985,15571.766
35986,8554.943
35987,6308.0454
35988,4535.4043
35989,3929.3757
35990,7599.764
35991,9828.98
35992,20148.861
35993,2366.0955
35994,3173.2705
35995,3866.0276
35996,6685.4146
35997,145.67976
35998,1537.7987
35999,1956.7717
36000,229.3003
36001,4729.1875
36002,4949.047
36003,3742.4443
36004,13800.517
36005,5941.9565
36006,513.3557
36007,19309.965
36008,5092.1914
36009,3476.929
36010,3921.5156
36011,153.27805
36012,58.519703
36013,3822.9329
36014,158.45134
36015,1973.4314
36016,4992.877
36017,4223.435
36018,1440.1376
36019,4676.669
36020,3573.5444
36021,222.18172
36022,6589.815
36023,5104.7295
36024,13211.351
36025,6672.761
36026,63.613605
36027,2609.6
36028,6758.6953
36029,2584.731
36030,4203.908
36031,407.12216
36032,2760.2341
36033,1732.5516
36034,3116.056
36035,10855.242
36036,4911.7563
36037,2593.986
36038,4405.454
36039,6601.483
36040,2022.0674
36041,5893.527
36042,3419.754
36043,4123.6377
36044,10940.361
36045,6930.44
36046,2470.7212
36047,4692.863
36048,2845.1907
36049,1189.7006
36050,2861.5781
36051,255.50804
36052,1671.2161
36053,5235.0874
36054,4569.444
36055,7793.5054
36056,4667.569
36057,1722.4557
36058,6637.8164
36059,14195.405
36060,5285.6953
36061,6624.8276
36062,109.040924
36063,115.908646
36064,2866.5251
36065,64.40566
36066,3036.4277
36067,7451.8604
36068,2686.605
36069,8623.631
36070,1892.0044
36071,1104.2449
36072,4039.0952
36073,6057.449
36074,239.27698
36075,1721.3914
36076,6092.0107
36077,9824.896
36078,6451.1797
36079,3292.9597
36080,5562.1514
36081,5775.8174
36082,5177.291
36083,2316.1038
36084,6540.8486
36085,5007.6006
36086,7267.1333
36087,4143.577
36088,2737.3481
36089,2010.9532
36090,5268.252
36091,6954.836
36092,185.82768
36093,7346.4263
36094,1807.2155
36095,1948.8853
36096,1729.8182
36097,21182.283
36098,11691.95
36099,5159.389
36100,4917.2393
36101,16940.057
36102,14340.676
36103,639.0262
36104,5214.1064
36105,7139.127
36106,1697.1936
36107,6090.9966
36108,5755.602
36109,13062.209
36110,1857.1868
36111,155.53438
36112,3213.3967
36113,4782.5127
36114,2471.9307
36115,10893.634
36116,2555.5962
36117,3523.1235
36118,2645.9287
36119,3304.9001
36120,10492.741
36121,4390.476
36122,105.904915
36123,2694.747
36124,477.26205
36125,12673.708
36126,2021.9669
36127,13462.725
36128,14524.552
36129,771.06586
36130,3181.8276
36131,10448.804
36132,107.24764
36133,5158.0903
36134,728.5876
36135,461.86002
36136,7034.8896
36137,2456.7046
36138,135.26662
36139,4420.7183
36140,207.61443
36141,308.87778
36142,5541.189
36143,4298.3496
36144,401.5599
36145,2383.2234
36146,5752.2603
36147,4689.739
36148,13096.722
36149,158.45134
36150,4652.0884
36151,5822.788
36152,4060.8733
36153,9803.611
36154,6934.7007
36155,778.754
36156,7244.3286
36157,4098.4272
36158,5168.9136
36159,2191.996
36160,390.58655
36161,5673.016
36162,7127.8823
36163,6217.821
36164,10423.402
36165,3744.8435
36166,882.02496
36167,11829.492
36168,6622.818
36169,5481.66
36170,3244.899
36171,4646.0522
36172,13425.764
36173,2420.318
36174,60.33619
36175,5208.5737
36176,273.07327
36177,1929.5016
36178,1905.652
36179,5312.4707
36180,5163.4565
36181,1895.5927
36182,3962.5784
36183,2462.0269
36184,10397.891
36185,4010.8916
36186,1905.8956
36187,2509.1184
36188,18593.596
36189,11816.573
36190,5468.3765
36191,4868.7246
36192,89.73525
36193,13448.729
36194,3869.4495
36195,3817.5918
36196,14080.098
36197,9375.449
36198,3279.4521
36199,7029.5654
36200,4489.3906
36201,4360.9077
36202,12890.559
36203,5372.587
36204,5953.7725
36205,6356.2847
36206,5191.859
36207,5179.5283
36208,3033.285
36209,2489.1804
36210,4795.122
36211,16458.77
36212,3686.2317
36213,5197.604
36214,192.0332
36215,3486.6707
36216,2709.4531
36217,7177.7764
36218,2446.1765
36219,6885.469
36220,2616.6118
36221,5055.693
36222,390.58655
36223,9608.082
36224,1351.535
36225,197.9116
36226,1734.1531
36227,6641.597
36228,13195.916
36229,7568.332
36230,5758.6226
36231,742.5934
36232,6341.5107
36233,1431.1626
36234,5982.6753
36235,5963.84
36236,1813.6356
36237,147.94159
36238,295.29935
36239,2860.64
36240,3789.6082
36241,5290.3555
36242,10857.053
36243,4026.3647
36244,953.58386
36245,2845.0376
36246,2885.9585
36247,7374.163
36248,5445.3247
36249,4597.107
36250,14246.765
36251,5349.8955
36252,4941.496
36253,12856.441
36254,2686.3418
36255,270.42316
36256,2395.5513
36257,18393.592
36258,4603.436
36259,7832.8496
36260,2914.9458
36261,2836.1953
36262,2370.514
36263,6512.996
36264,25798.912
36265,9660.811
36266,11686.354
36267,1297.3661
36268,4371.976
36269,14051.831
36270,10292.761
36271,10988.936
36272,6174.4424
36273,2956.6526
36274,5729.8276
36275,199.19742
36276,227.71599
36277,6333.0073
36278,1567.5887
36279,11412.8125
36280,3915.3396
36281,3119.051
36282,3842.1675
36283,3321.502
36284,207.84622
36285,4165.8223
36286,3479.9746
36287,991.04456
36288,554.323
36289,7034.478
36290,742.5934
36291,7981.1
36292,1832.2748
36293,5415.8384
36294,2933.3264
36295,5329.538
36296,8074.309
36297,13989.825
36298,4058.5117
36299,99.07225
36300,607.6827
36301,13661.917
36302,3438.8662
36303,1148.2714
36304,1685.7684
36305,4333.3823
36306,4221.358
36307,899.7089
36308,1992.103
36309,6611.2524
36310,10936.701
36311,1419.081
36312,5923.291
36313,10838.1875
36314,8850.994
36315,742.5934
36316,2714.3499
36317,15085.165
36318,4639.738
36319,8239.806
36320,237.94438
36321,4080.9602
36322,2540.018
36323,1958.713
36324,7766.56
36325,142.33185
36326,14783.397
36327,2501.3848
36328,1113.926
36329,258.90915
36330,1681.0062
36331,12642.931
36332,1957.3011
36333,1703.4441
36334,4910.92
36335,11363.568
36336,7502.821
36337,8772.647
36338,4114.5645
36339,6201.161
36340,3413.3442
36341,162.2814
36342,4001.0442
36343,3819.3926
36344,5207.385
36345,9579.871
36346,5025.091
36347,4888.231
36348,4494.4185
36349,7056.1387
36350,5866.7935
36351,152.09749
36352,9908.428
36353,2145.0562
36354,4855.478
36355,4310.6123
36356,5034.5684
36357,2832.802
36358,5178.109
36359,4325.637
36360,6247.458
36361,5431.4414
36362,4915.673
36363,4702.1543
36364,1872.7474
36365,5617.764
36366,2588.5842
36367,3695.98
36368,6869.5483
36369,2516.8032
36370,147.90646
36371,8301.421
36372,5756.8203
36373,1927.0776
36374,2204.9128
36375,7767.816
36376,13289.087
36377,899.7089
36378,2264.5269
36379,11637.231
36380,1502.2739
36381,7502.536
36382,1182.2842
36383,5964.7085
36384,4752.6357
36385,1736.6477
36386,4949.5156
36387,11572.377
36388,4035.233
36389,2215.6323
36390,3859.7761
36391,398.27313
36392,4579.014
36393,8904.355
36394,282.8081
36395,4186.188
36396,14915.872
36397,306.49576
36398,3112.3647
36399,12045.352
36400,1859.0614
36401,10215.053
36402,15285.31
36403,2317.025
36404,2646.8708
36405,11716.537
36406,25969.844
36407,9173.387
36408,13288.761
36409,1847.0713
36410,5702.3965
36411,2594.0679
36412,2669.1938
36413,990.53827
36414,5966.02
36415,1108.6863
36416,3100.1497
36417,9243.798
36418,3088.6292
36419,469.3059
36420,2554.2957
36421,5712.8975
36422,7763.697
36423,6839.061
36424,10163.864
36425,12404.411
36426,240.56229
36427,2271.3384
36428,2607.9895
36429,2624.2048
36430,3221.8767
36431,504.4194
36432,439.1234
36433,828.17615
36434,7825.272
36435,10637.503
36436,2681.8008
36437,2551.0894
36438,5990.6665
36439,11701.884
36440,870.45685
36441,6761.0464
36442,1158.4972
36443,-130.34036
36444,4884.685
36445,4183.381
36446,3609.652
36447,2275.9126
36448,7699.036
36449,7965.3555
36450,228.82797
36451,1043.4326
36452,4976.39
36453,2675.359
36454,8968.144
36455,10337.534
36456,9304.097
36457,9099.845
36458,74.0143
36459,3142.7903
36460,2100.8528
36461,119.97411
36462,92.240814
36463,1910.1451
36464,7078.7637
36465,6309.812
36466,3019.181
36467,4794.735
36468,2027.8379
36469,5816.607
36470,10946.434
36471,5287.7705
36472,5189.1772
36473,5902.2964
36474,13592.599
36475,10278.237
36476,6263.7944
36477,8624.863
36478,7840.6685
36479,2243.5818
36480,6272.598
36481,59.9929
36482,207.84622
36483,2204.0625
36484,107.648056
36485,6249.473
36486,183.16779
36487,3531.9412
36488,425.73648
36489,12935.532
36490,7689.3896
36491,7147.444
36492,1493.0428
36493,15325.694
36494,882.02496
36495,5044.9565
36496,2716.1375
36497,2904.7925
36498,554.323
36499,7980.508
36500,2428.8198
36501,6731.235
36502,430.33765
36503,5315.486
36504,1120.1254
36505,2906.369
36506,1208.8745
36507,5576.1855
36508,287.25183
36509,554.323
36510,6738.29
36511,5887.046
36512,5316.5303
36513,1263.1617
36514,10279.222
36515,58.519703
36516,1057.1451
36517,2581.753
36518,5396.455
36519,3274.4744
36520,1808.5474
36521,8370.545
36522,6826.866
36523,5577.7983
36524,5292.981
36525,8819.195
36526,5312.0977
36527,57.545444
36528,5500.184
36529,6864.073
36530,5722.887
36531,5272.939
36532,1422.3835
36533,5271.609
36534,5180.2993
36535,3192.382
36536,4137.7305
36537,15303.7295
36538,229.3003
36539,12325.468
36540,6034.793
36541,757.8814
36542,2364.5256
36543,5373.8174
36544,1984.3008
36545,3528.3708
36546,7502.282
36547,10517.484
36548,2991.382
36549,7309.9395
36550,2509.9124
36551,4458.479
36552,147.94159
36553,3857.5928
36554,6606.4688
36555,6960.7817
36556,5135.426
36557,273.07327
36558,7419.0728
36559,3909.6665
36560,4331.045
36561,4914.6777
36562,2504.8542
36563,9182.022
36564,4687.9985
36565,2974.7615
36566,9758.984
36567,5199.4346
36568,178.9112
36569,5203.2915
36570,5600.956
36571,5891.847
36572,12652.59
36573,6885.9917
36574,6243.3154
36575,6934.004
36576,1637.3677
36577,2868.1042
36578,13257.782
36579,6727.455
36580,6031.71
36581,1029.2234
36582,6263.0366
36583,3088.45
36584,3793.677
36585,6337.147
36586,10326.26
36587,644.8026
36588,2025.4695
36589,10424.131
36590,4550.742
36591,7559.5215
36592,2355.3337
36593,1016.9888
36594,445.93896
36595,14590.342
36596,6918.385
36597,14593.72
36598,5086.914
36599,2052.3474
36600,1615.5892
36601,970.4225
36602,199.0204
36603,14258.59
36604,789.51
36605,661.43463
36606,4759.6006
36607,6200.124
36608,106.719864
36609,4865.055
36610,4691.397
36611,7175.628
36612,5402.471
36613,1947.4595
36614,2781.5156
36615,4132.9404
36616,6258.526
36617,15839.871
36618,92.240814
36619,2372.758
36620,4533.5884
36621,3119.051
36622,2752.884
36623,6257.135
36624,11896.14
36625,9896.835
36626,13910.484
36627,334.40347
36628,1011.8658
36629,2719.1082
36630,107.648056
36631,5635.3496
36632,6171.1143
36633,8636.658
36634,5750.429
36635,1952.4553
36636,9066.158
36637,18393.592
36638,377.98334
36639,12543.961
36640,4256.8384
36641,4401.3438
36642,3019.181
36643,8628.825
36644,4115.1196
36645,192.0332
36646,6630.0557
36647,3860.1985
36648,57.052425
36649,2708.8599
36650,6200.448
36651,6273.7456
36652,7085.584
